timestamp,camera_id,frame_id,decode_ms,detection_ms,tracking_ms,reid_ms,matching_ms,total_ai_ms
2026-09-01T15:49:13.517634+07:00,c9,42,41.698,30.677,0.000,0.000,0.001,72.377
2026-09-01T15:49:13.517655+07:00,c10,44,54.765,30.677,0.000,0.000,0.001,85.444
2026-09-01T15:49:13.517676+07:00,c11,52,39.001,30.677,0.000,0.000,0.000,69.679
2026-09-01T15:49:13.517695+07:00,c12,44,37.337,30.677,0.000,0.000,0.000,68.014
2026-09-01T15:49:13.538305+07:00,c9,43,42.000,20.544,0.000,0.000,0.002,62.547
2026-09-01T15:49:13.538361+07:00,c10,45,27.090,20.544,0.000,0.000,0.001,47.635
2026-09-01T15:49:13.538390+07:00,c12,45,35.328,20.544,0.000,0.000,0.001,55.872
2026-09-01T15:49:13.565870+07:00,c9,44,34.516,27.422,0.000,0.000,0.002,61.940
2026-09-01T15:49:13.565905+07:00,c10,46,36.886,27.422,0.000,0.000,0.001,64.310
2026-09-01T15:49:13.565927+07:00,c11,53,48.693,27.422,0.000,0.000,0.001,76.116
2026-09-01T15:49:13.565948+07:00,c12,46,51.021,27.422,0.000,0.000,0.000,78.444
2026-09-01T15:49:13.617797+07:00,c9,45,48.359,26.755,0.000,0.000,0.003,75.117
2026-09-01T15:49:13.617848+07:00,c11,54,62.752,26.755,0.000,0.000,0.001,89.508
2026-09-01T15:49:13.617871+07:00,c12,47,48.360,26.755,0.000,0.000,0.001,75.115
2026-09-01T15:49:13.636525+07:00,c10,47,59.349,18.589,0.000,0.000,0.002,77.940
2026-09-01T15:49:13.636573+07:00,c11,55,8.930,18.589,0.000,0.000,0.001,27.520
2026-09-01T15:49:13.636597+07:00,c12,48,21.368,18.589,0.000,0.000,0.001,39.957
2026-09-01T15:49:13.648745+07:00,c10,48,26.280,12.082,0.000,0.000,0.003,38.365
2026-09-01T15:49:13.657612+07:00,c12,49,46.766,8.782,0.000,0.000,0.002,55.550
2026-09-01T15:49:13.667684+07:00,c11,56,51.447,9.989,0.000,0.000,0.002,61.438
2026-09-01T15:49:13.707167+07:00,c11,57,28.171,14.376,0.000,0.000,0.002,42.549
2026-09-01T15:49:13.707214+07:00,c12,50,36.987,14.376,0.000,0.000,0.001,51.364
2026-09-01T15:49:13.742168+07:00,c12,51,39.239,9.874,0.000,0.000,0.002,49.116
2026-09-01T15:49:13.804156+07:00,c11,58,85.600,19.119,0.000,0.000,0.003,104.722
2026-09-01T15:49:13.804222+07:00,c12,52,48.723,19.119,0.000,0.000,0.001,67.843
2026-09-01T15:49:13.821242+07:00,c11,59,4.521,16.965,0.000,0.000,0.001,21.487
2026-09-01T15:49:13.821280+07:00,c12,53,37.365,16.965,0.000,0.000,0.001,54.331
2026-09-01T15:49:13.859192+07:00,c8,56,349.202,15.667,0.000,0.000,0.003,364.872
2026-09-01T15:49:13.881831+07:00,c8,57,25.538,22.449,0.000,0.000,0.008,47.995
2026-09-01T15:49:13.881968+07:00,c9,46,284.700,22.449,0.000,0.000,0.003,307.152
2026-09-01T15:49:13.901190+07:00,c8,58,2.675,19.103,0.000,0.000,0.003,21.780
2026-09-01T15:49:13.901246+07:00,c9,47,15.474,19.103,0.000,0.000,0.001,34.578
2026-09-01T15:49:13.921274+07:00,c8,59,1.217,19.976,0.000,0.000,0.001,21.195
2026-09-01T15:49:13.921318+07:00,c9,48,1.676,19.976,0.000,0.000,0.001,21.653
2026-09-01T15:49:13.936474+07:00,c8,60,14.812,15.089,0.000,0.000,0.002,29.904
2026-09-01T15:49:13.936554+07:00,c9,49,15.849,15.089,0.000,0.000,0.001,30.939
2026-09-01T15:49:13.955269+07:00,c8,61,23.693,18.661,0.000,0.000,0.002,42.356
2026-09-01T15:49:13.955308+07:00,c9,50,25.752,18.661,0.000,0.000,0.001,44.414
2026-09-01T15:49:13.965571+07:00,c8,62,31.033,10.204,0.000,0.000,0.002,41.239
2026-09-01T15:49:13.974552+07:00,c9,51,37.938,8.902,0.000,0.000,0.002,46.842
2026-09-01T15:49:14.043322+07:00,c8,63,42.536,43.643,0.000,0.000,0.003,86.183
2026-09-01T15:49:14.043389+07:00,c10,49,0.661,43.643,0.000,0.000,0.001,44.306
2026-09-01T15:49:14.062615+07:00,c9,52,67.865,19.146,0.000,0.000,0.002,87.013
2026-09-01T15:49:14.062670+07:00,c10,50,1.120,19.146,0.000,0.000,0.001,20.267
2026-09-01T15:49:14.081680+07:00,c8,64,46.705,18.936,0.000,0.000,0.002,65.644
2026-09-01T15:49:14.081736+07:00,c10,51,1.144,18.936,0.000,0.000,0.001,20.081
2026-09-01T15:49:14.108034+07:00,c8,65,27.450,26.227,0.000,0.000,0.003,53.679
