frame,source_clip,local_frame,camera,person,x,y,w,h,occluded,track_id
1,clip_c11_20260727_145025.avi,0,c11,1,810.2,165.89,52.46,114.59,0,1
2,clip_c11_20260727_145025.avi,1,c11,1,813.2,165.89,51.7,114.59,0,1
3,clip_c11_20260727_145025.avi,2,c11,1,827.3,165.89,37.6,114.59,0,1
4,clip_c11_20260727_145025.avi,3,c11,1,829.2,170.0,44.6,114.9,0,1
5,clip_c11_20260727_145025.avi,4,c11,1,836.6,170.7,38.7,114.2,0,1
6,clip_c11_20260727_145025.avi,5,c11,1,848.9,170.7,43.9,117.2,0,1
7,clip_c11_20260727_145025.avi,6,c11,1,848.9,170.7,58.8,123.9,0,1
8,clip_c11_20260727_145025.avi,7,c11,1,853.4,174.8,59.9,121.3,0,1
9,clip_c11_20260727_145025.avi,8,c11,1,878.3,174.8,35.0,121.3,0,1
10,clip_c11_20260727_145025.avi,9,c11,1,878.3,174.8,58.1,126.5,0,1
11,clip_c11_20260727_145025.avi,10,c11,1,882.8,177.8,53.6,126.8,0,1
12,clip_c11_20260727_145025.avi,11,c11,1,912.2,177.8,44.7,126.8,0,1
13,clip_c11_20260727_145025.avi,12,c11,1,902.5,177.8,64.1,133.9,0,1
14,clip_c11_20260727_145025.avi,13,c11,1,917.4,177.8,51.8,133.9,0,1
15,clip_c11_20260727_145025.avi,14,c11,1,948.3,177.8,20.53,133.9,1,1
19,clip_c9_20260727_145031.avi,0,c9,1,889.43,29.06,29.42,90.42,1,2
20,clip_c9_20260727_145031.avi,1,c9,1,890.12,29.06,28.73,92.28,1,2
21,clip_c9_20260727_145031.avi,2,c9,1,890.82,29.06,28.03,94.13,1,2
22,clip_c9_20260727_145031.avi,3,c9,1,891.51,29.06,27.34,95.99,1,2
23,clip_c9_20260727_145031.avi,4,c9,1,892.2,29.06,26.65,97.84,1,2
24,clip_c9_20260727_145031.avi,5,c9,1,893.1,29.06,25.75,97.84,1,2
25,clip_c9_20260727_145031.avi,6,c9,1,893.1,29.06,29.5,97.84,1,2
26,clip_c9_20260727_145031.avi,7,c9,1,893.1,29.06,29.95,101.09,1,2
27,clip_c9_20260727_145031.avi,8,c9,1,893.1,29.06,30.4,104.34,1,2
28,clip_c9_20260727_145031.avi,9,c9,1,893.1,29.06,33.8,104.34,1,2
29,clip_c9_20260727_145031.avi,10,c9,1,896.2,30.28,30.85,106.97,1,2
30,clip_c9_20260727_145031.avi,11,c9,1,899.3,31.5,27.9,109.6,1,2
31,clip_c9_20260727_145031.avi,12,c9,1,901.2,31.5,32.8,112.1,0,2
32,clip_c9_20260727_145031.avi,13,c9,1,897.2,31.5,37.7,112.1,0,2
33,clip_c9_20260727_145031.avi,14,c9,1,897.2,36.8,37.7,109.3,0,2
34,clip_c9_20260727_145031.avi,15,c9,1,892.4,37.43,44.0,111.14,0,2
35,clip_c9_20260727_145031.avi,16,c9,1,894.2,38.07,41.45,112.96,0,2
36,clip_c9_20260727_145031.avi,17,c9,1,901.5,38.7,33.4,114.8,0,2
37,clip_c9_20260727_145031.avi,18,c9,1,901.5,38.7,36.8,114.8,0,2
38,clip_c9_20260727_145031.avi,19,c9,1,901.5,38.7,40.2,114.8,0,2
39,clip_c9_20260727_145031.avi,20,c9,1,901.5,38.7,40.2,120.1,0,2
40,clip_c9_20260727_145031.avi,21,c9,1,898.1,45.2,43.6,120.1,0,2
41,clip_c9_20260727_145031.avi,22,c9,1,898.1,45.2,43.6,121.05,0,2
42,clip_c9_20260727_145031.avi,23,c9,1,898.1,45.2,43.6,122.0,0,2
43,clip_c9_20260727_145031.avi,24,c9,1,903.4,45.2,38.3,122.0,0,2
44,clip_c9_20260727_145031.avi,25,c9,1,903.4,47.4,38.3,128.2,0,2
45,clip_c9_20260727_145031.avi,26,c9,1,903.4,47.4,38.3,131.6,0,2
46,clip_c9_20260727_145031.avi,27,c9,1,897.5,47.4,44.2,131.6,0,2
47,clip_c9_20260727_145031.avi,28,c9,1,897.5,52.4,44.2,134.3,0,2
48,clip_c9_20260727_145031.avi,29,c9,1,897.5,52.4,46.1,134.3,0,2
49,clip_c9_20260727_145031.avi,30,c9,1,898.9,53.65,44.7,136.9,0,2
50,clip_c9_20260727_145031.avi,31,c9,1,900.3,54.9,43.3,139.5,0,2
51,clip_c9_20260727_145031.avi,32,c9,1,900.3,57.1,40.5,141.9,0,2
52,clip_c9_20260727_145031.avi,33,c9,1,895.7,57.1,48.8,144.4,0,2
53,clip_c9_20260727_145031.avi,34,c9,1,889.5,60.5,55.0,143.5,0,2
54,clip_c9_20260727_145031.avi,35,c9,1,889.5,63.6,50.0,147.5,0,2
55,clip_c9_20260727_145031.avi,36,c9,1,889.5,63.6,49.1,147.5,0,2
56,clip_c9_20260727_145031.avi,37,c9,1,885.78,63.6,49.1,152.1,0,2
57,clip_c9_20260727_145031.avi,38,c9,1,885.78,70.4,49.1,145.3,0,2
58,clip_c9_20260727_145031.avi,39,c9,1,888.0,70.4,46.88,156.8,0,2
59,clip_c9_20260727_145031.avi,40,c9,1,884.0,70.4,56.8,156.8,0,2
60,clip_c9_20260727_145031.avi,41,c9,1,874.1,75.4,64.5,159.2,0,2
61,clip_c9_20260727_145031.avi,42,c9,1,874.1,75.4,60.2,167.6,0,2
62,clip_c9_20260727_145031.avi,43,c9,1,874.1,76.95,60.2,168.85,0,2
63,clip_c9_20260727_145031.avi,44,c9,1,874.1,78.5,60.2,170.1,0,2
64,clip_c9_20260727_145031.avi,45,c9,1,881.8,82.5,52.5,171.7,0,2
65,clip_c9_20260727_145031.avi,46,c9,1,881.8,82.5,55.0,179.8,0,2
66,clip_c9_20260727_145031.avi,47,c9,1,877.5,82.5,62.4,179.8,0,2
67,clip_c9_20260727_145031.avi,48,c9,1,869.6,86.5,70.3,184.9,0,2
68,clip_c9_20260727_145031.avi,49,c9,1,869.6,91.4,67.7,190.0,0,2
69,clip_c9_20260727_145031.avi,50,c9,1,864.5,91.4,75.9,190.0,0,2
70,clip_c9_20260727_145031.avi,51,c9,1,864.5,91.4,75.9,196.9,0,2
71,clip_c9_20260727_145031.avi,52,c9,1,869.5,91.4,63.8,209.7,0,2
72,clip_c9_20260727_145031.avi,53,c9,1,869.5,104.2,63.8,204.0,0,2
73,clip_c9_20260727_145031.avi,54,c9,1,869.5,104.2,68.0,204.0,0,2
74,clip_c9_20260727_145031.avi,55,c9,1,864.4,107.6,71.0,206.5,0,2
75,clip_c9_20260727_145031.avi,56,c9,1,864.4,107.6,71.0,224.2,0,2
76,clip_c9_20260727_145031.avi,57,c9,1,862.1,107.6,73.3,224.2,0,2
77,clip_c9_20260727_145031.avi,58,c9,1,859.8,107.6,75.6,224.2,0,2
78,clip_c9_20260727_145031.avi,59,c9,1,859.8,117.7,75.6,225.9,0,2
79,clip_c9_20260727_145031.avi,60,c9,1,862.8,117.7,76.4,236.5,0,2
80,clip_c9_20260727_145031.avi,61,c9,1,862.8,124.9,86.5,229.3,0,2
81,clip_c9_20260727_145031.avi,62,c9,1,858.2,130.8,84.8,244.1,0,2
82,clip_c9_20260727_145031.avi,63,c9,1,856.1,135.0,76.3,253.0,0,2
83,clip_c9_20260727_145031.avi,64,c9,1,847.7,135.0,86.8,253.0,0,2
84,clip_c9_20260727_145031.avi,65,c9,1,841.8,140.9,94.8,247.1,0,2
85,clip_c9_20260727_145031.avi,66,c9,1,852.4,154.4,78.7,270.3,0,2
86,clip_c9_20260727_145031.avi,67,c9,1,852.4,154.4,93.5,270.3,0,2
87,clip_c9_20260727_145031.avi,68,c9,1,850.7,159.5,105.3,294.3,0,2
88,clip_c9_20260727_145031.avi,69,c9,1,850.7,168.8,115.9,301.1,0,2
89,clip_c9_20260727_145031.avi,70,c9,1,850.7,168.8,122.2,301.1,0,2
90,clip_c9_20260727_145031.avi,71,c9,1,882.8,183.2,117.1,308.2,0,2
91,clip_c9_20260727_145031.avi,72,c9,1,903.5,192.5,104.4,314.5,0,2
92,clip_c9_20260727_145031.avi,73,c9,1,931.8,194.6,113.3,320.8,0,2
93,clip_c9_20260727_145031.avi,74,c9,1,921.7,204.3,157.6,342.8,0,2
94,clip_c9_20260727_145031.avi,75,c9,1,931.8,208.5,169.0,348.3,0,2
95,clip_c9_20260727_145031.avi,76,c9,1,981.6,212.1,119.2,344.7,0,2
96,clip_c9_20260727_145031.avi,77,c9,1,1021.2,226.0,183.9,339.5,0,2
97,clip_c9_20260727_145031.avi,78,c9,1,1045.9,226.0,189.0,345.7,0,2
98,clip_c9_20260727_145031.avi,79,c9,1,1124.5,226.0,110.4,357.0,0,2
99,clip_c9_20260727_145031.avi,80,c9,1,1147.1,237.8,163.3,363.2,0,2
100,clip_c9_20260727_145031.avi,81,c9,1,1192.0,242.6,140.1,358.4,1,2
104,clip_c8_20260727_145055.avi,0,c8,1,970.33,644.89,196.82,354.83,0,3
105,clip_c8_20260727_145055.avi,1,c8,1,1022.1,610.7,204.2,365.0,0,3
106,clip_c8_20260727_145055.avi,2,c8,1,1050.7,570.0,187.6,366.9,0,3
107,clip_c8_20260727_145055.avi,3,c8,1,1110.8,529.3,189.4,358.6,0,3
108,clip_c8_20260727_145055.avi,4,c8,1,1131.1,494.2,227.3,391.9,0,3
109,clip_c8_20260727_145055.avi,5,c8,1,1173.6,460.0,195.9,386.4,0,3
110,clip_c8_20260727_145055.avi,6,c8,1,1229.0,460.0,140.5,318.0,0,3
111,clip_c8_20260727_145055.avi,7,c8,1,1238.2,392.5,150.7,375.3,1,3
112,clip_c8_20260727_145055.avi,8,c8,1,1258.6,366.6,158.9,363.1,1,3
113,clip_c8_20260727_145055.avi,9,c8,1,1304.9,336.6,148.0,345.4,1,3
114,clip_c8_20260727_145055.avi,10,c8,1,1304.9,310.7,175.2,371.3,1,3
115,clip_c8_20260727_145055.avi,11,c8,1,1343.0,284.8,133.0,360.4,1,3
116,clip_c8_20260727_145055.avi,12,c8,1,1377.0,254.8,120.8,331.8,1,3
117,clip_c8_20260727_145055.avi,13,c8,1,1377.0,242.5,124.9,344.1,1,3
118,clip_c8_20260727_145055.avi,14,c8,1,1396.1,223.4,133.0,321.0,1,3
119,clip_c8_20260727_145055.avi,15,c8,1,1417.9,198.9,137.1,327.8,1,3
120,clip_c8_20260727_145055.avi,16,c8,1,1435.6,188.0,116.7,326.4,1,3
121,clip_c8_20260727_145055.avi,17,c8,1,1442.4,166.2,109.9,315.5,1,3
122,clip_c8_20260727_145055.avi,18,c8,1,1451.9,153.9,105.8,258.4,1,3
123,clip_c8_20260727_145055.avi,19,c8,1,1451.9,144.4,107.2,267.9,0,3
124,clip_c8_20260727_145055.avi,20,c8,1,1472.3,134.9,107.2,272.0,0,3
